Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Pathovar	Race	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Barcode
PSE_AA2123AA	GSM4454285	SRR11485019;ILLUMINA;Paired;;SRX8061149;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542398	SRS6429800	2023-05-14	2022-11-10	PSE_AA2123AA	Assembled	113.8	5.1	26339	5901235	Pseudomonas savastanoi;98.41%	464	16035	PSE_AA0049AA_AS
PSE_AA2131AA	GSM4454277	SRR11485011;ILLUMINA;Paired;;SRX8061141;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542377	SRS6429792	2023-05-14	2022-11-10	PSE_AA2131AA	Assembled	73.6	5.1	16548	5950629	Pseudomonas savastanoi;99.46%	689	39611	PSE_AA0057AA_AS
PSE_AA2132AA	GSM4454276	SRR11485010;ILLUMINA;Paired;;SRX8061140;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542378	SRS6429791	2023-05-14	2022-11-10	PSE_AA2132AA	Assembled	60.8	5.1	19578	5920736	Pseudomonas savastanoi;99.37%	592	61180	PSE_AA0058AA_AS
PSE_AA2133AA	GSM4454275	SRR11485009;ILLUMINA;Paired;;SRX8061139;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542379	SRS6429790	2023-05-14	2022-11-10	PSE_AA2133AA	Assembled	85	5.1	20349	5949052	Pseudomonas savastanoi;99.32%	529	17641	PSE_AA0059AA_AS
PSE_AA2134AA	GSM4454274	SRR11485008;ILLUMINA;Paired;;SRX8061138;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542380	SRS6429789	2023-05-14	2022-11-10	PSE_AA2134AA	Assembled	99.9	5.1	19215	5960631	Pseudomonas savastanoi;99.19%	591	14966	PSE_AA0060AA_AS
PSE_AA2135AA	GSM4454273	SRR11485007;ILLUMINA;Paired;;SRX8061137;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542381	SRS6429788	2023-05-14	2022-11-10	PSE_AA2135AA	Assembled	137.3	5.1	39887	5938006	Pseudomonas savastanoi;99.26%	337	7496	PSE_AA0061AA_AS
PSE_AA2136AA	GSM4454272	SRR11485006;ILLUMINA;Paired;;SRX8061136;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542382	SRS6429787	2023-05-14	2022-11-10	PSE_AA2136AA	Assembled	89.2	5.1	23765	5948730	Pseudomonas savastanoi;99.29%	513	16024	PSE_AA0062AA_AS
PSE_AA2137AA	GSM4454271	SRR11485005;ILLUMINA;Paired;;SRX8061135;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542383	SRS6429786	2023-05-14	2022-11-10	PSE_AA2137AA	Assembled	152.5	5.1	26744	5923347	Pseudomonas savastanoi;99.17%	451	13824	PSE_AA0063AA_AS
PSE_AA2138AA	GSM4454270	SRR11485004;ILLUMINA;Paired;;SRX8061134;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542384	SRS6429785	2023-05-14	2022-11-10	PSE_AA2138AA	Assembled	127.5	5.1	42582	5909962	Pseudomonas savastanoi;98.92%	330	11270	PSE_AA0064AA_AS
PSE_AA2139AA	GSM4454269	SRR11485003;ILLUMINA;Paired;;SRX8061133;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542385	SRS6429784	2023-05-14	2022-11-10	PSE_AA2139AA	Assembled	98.4	5.1	33151	5909004	Pseudomonas savastanoi;99.34%	371	13033	PSE_AA0065AA_AS
PSE_AA2140AA	GSM4454268	SRR11485002;ILLUMINA;Paired;;SRX8061132;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542386	SRS6429783	2023-05-14	2022-11-10	PSE_AA2140AA	Assembled	138.5	5.1	37903	5920309	Pseudomonas savastanoi;99.65%	344	11695	PSE_AA0066AA_AS
PSE_AA2141AA	GSM4454267	SRR11485001;ILLUMINA;Paired;;SRX8061131;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542122	SRS6429782	2023-05-14	2022-11-10	PSE_AA2141AA	Assembled	102.2	5.1	25588	5950702	Pseudomonas savastanoi;99.17%	442	11987	PSE_AA0067AA_AS
PSE_AA2142AA	GSM4454266	SRR11485000;ILLUMINA;Paired;;SRX8061130;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542123	SRS6429781	2023-05-14	2022-11-10	PSE_AA2142AA	Assembled	123.2	5.1	53587	5943805	Pseudomonas savastanoi;97.8%	283	7815	PSE_AA0068AA_AS
PSE_AA2143AA	GSM4454265	SRR11484999;ILLUMINA;Paired;;SRX8061129;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542124	SRS6429780	2023-05-14	2022-11-10	PSE_AA2143AA	Assembled	157.3	5.1	44115	5934747	Pseudomonas savastanoi;99.19%	312	7749	PSE_AA0069AA_AS
PSE_AA2144AA	GSM4454264	SRR11484998;ILLUMINA;Paired;;SRX8061128;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542125	SRS6429779	2023-05-14	2022-11-10	PSE_AA2144AA	Assembled	187.3	5.1	33047	5953764	Pseudomonas savastanoi;98.76%	406	9137	PSE_AA0070AA_AS
PSE_AA2145AA	GSM4454263	SRR11484997;ILLUMINA;Paired;;SRX8061127;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542126	SRS6429778	2023-05-14	2022-11-10	PSE_AA2145AA	Assembled	135.8	5.1	48925	5941780	Pseudomonas savastanoi;99.16%	300	7229	PSE_AA0071AA_AS
PSE_AA2146AA	GSM4454262	SRR11484996;ILLUMINA;Paired;;SRX8061126;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542127	SRS6429777	2023-05-14	2022-11-10	PSE_AA2146AA	Assembled	131.2	5.1	47555	5951515	Pseudomonas savastanoi;99.14%	298	6727	PSE_AA0072AA_AS
PSE_AA2147AA	GSM4454261	SRR11484995;ILLUMINA;Paired;;SRX8061125;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542128	SRS6429776	2023-05-14	2022-11-10	PSE_AA2147AA	Assembled	116.6	5.1	26598	5930302	Pseudomonas savastanoi;99.21%	479	16640	PSE_AA0074AA_AS
PSE_AA2148AA	GSM4454260	SRR11484994;ILLUMINA;Paired;;SRX8061124;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542129	SRS6429775	2023-05-14	2022-11-10	PSE_AA2148AA	Assembled	98.1	5.1	27891	5919859	Pseudomonas savastanoi;99.69%	394	14317	PSE_AA0075AA_AS
PSE_AA2149AA	GSM4454259	SRR11484993;ILLUMINA;Paired;;SRX8061123;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542130	SRS6429774	2023-05-14	2022-11-10	PSE_AA2149AA	Assembled	126.9	5.1	38476	5951707	Pseudomonas savastanoi;99.62%	334	7123	PSE_AA0076AA_AS
PSE_AA2150AA	GSM4454258	SRR11484992;ILLUMINA;Paired;;SRX8061122;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542131	SRS6429773	2023-05-14	2022-11-10	PSE_AA2150AA	Assembled	111.9	5.1	42724	5953274	Pseudomonas savastanoi;99.62%	337	7710	PSE_AA0077AA_AS
PSE_AA2151AA	GSM4454257	SRR11484991;ILLUMINA;Paired;;SRX8061121;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542132	SRS6429772	2023-05-14	2022-11-10	PSE_AA2151AA	Assembled	126.5	5.1	51314	5942610	Pseudomonas savastanoi;98.19%	284	5692	PSE_AA0078AA_AS
PSE_AA2152AA	GSM4454256	SRR11484990;ILLUMINA;Paired;;SRX8061120;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542107	SRS6429771	2023-05-14	2022-11-10	PSE_AA2152AA	Assembled	113.5	5.1	63279	5933981	Pseudomonas savastanoi;98.22%	204	5095	PSE_AA0079AA_AS
PSE_AA2153AA	GSM4454255	SRR11484989;ILLUMINA;Paired;;SRX8061119;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542108	SRS6429770	2023-05-14	2022-11-10	PSE_AA2153AA	Assembled	99.9	5.1	66218	5948218	Pseudomonas savastanoi;98.92%	249	4735	PSE_AA0080AA_AS
PSE_AA2154AA	GSM4454254	SRR11484988;ILLUMINA;Paired;;SRX8061118;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542109	SRS6429769	2023-05-14	2022-11-10	PSE_AA2154AA	Assembled	122.1	5.1	66436	5942332	Pseudomonas savastanoi;98.9%	243	4352	PSE_AA0081AA_AS
PSE_AA2155AA	GSM4454253	SRR11484987;ILLUMINA;Paired;;SRX8061117;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542110	SRS6429768	2023-05-14	2022-11-10	PSE_AA2155AA	Assembled	55.1	5.1	50064	5944371	Pseudomonas savastanoi;99.16%	298	16452	PSE_AA0082AA_AS
PSE_AA2156AA	GSM4454252	SRR11484986;ILLUMINA;Paired;;SRX8061116;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542111	SRS6429767	2023-05-14	2022-11-10	PSE_AA2156AA	Assembled	90.3	5.1	52827	5953335	Pseudomonas savastanoi;99.03%	264	6298	PSE_AA0083AA_AS
PSE_AA2157AA	GSM4454251	SRR11484985;ILLUMINA;Paired;;SRX8061115;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542112	SRS6429766	2023-05-14	2022-11-10	PSE_AA2157AA	Assembled	145.9	5.1	22782	5925543	Pseudomonas savastanoi;99.27%	479	16850	PSE_AA0084AA_AS
PSE_AA2158AA	GSM4454250	SRR11484984;ILLUMINA;Paired;;SRX8061114;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542113	SRS6429765	2023-05-14	2022-11-10	PSE_AA2158AA	Assembled	192.1	5.1	23257	5923923	Pseudomonas savastanoi;99.28%	478	17338	PSE_AA0085AA_AS
PSE_AA2159AA	GSM4454249	SRR11484983;ILLUMINA;Paired;;SRX8061113;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542114	SRS6429764	2023-05-14	2022-11-10	PSE_AA2159AA	Assembled	93	5.1	71792	5947184	Pseudomonas savastanoi;98.27%	241	4209	PSE_AA0086AA_AS
PSE_AA2160AA	GSM4454248	SRR11484982;ILLUMINA;Paired;;SRX8061112;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542115	SRS6429763	2023-05-14	2022-11-10	PSE_AA2160AA	Assembled	60.8	5.1	70073	5951296	Pseudomonas savastanoi;98.85%	233	6673	PSE_AA0087AA_AS
PSE_AA2161AA	GSM4454247	SRR11484981;ILLUMINA;Paired;;SRX8061111;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542116	SRS6429762	2023-05-14	2022-11-10	PSE_AA2161AA	Assembled	125.3	5.1	68629	5943886	Pseudomonas savastanoi;99.43%	232	3974	PSE_AA0088AA_AS
PSE_AA2162AA	GSM4454246	SRR11484980;ILLUMINA;Paired;;SRX8061110;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542117	SRS6429761	2023-05-14	2022-11-10	PSE_AA2162AA	Assembled	105.9	5.1	68414	5946190	Pseudomonas savastanoi;99.44%	239	4320	PSE_AA0089AA_AS
PSE_AA2163AA	GSM4454245	SRR11484979;ILLUMINA;Paired;;SRX8061109;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542118	SRS6429760	2023-05-14	2022-11-10	PSE_AA2163AA	Assembled	90.9	5.1	49402	5946529	Pseudomonas savastanoi;99.15%	307	9405	PSE_AA0090AA_AS
PSE_AA2164AA	GSM4454244	SRR11484978;ILLUMINA;Paired;;SRX8061108;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542119	SRS6429759	2023-05-14	2022-11-10	PSE_AA2164AA	Assembled	79.5	5.1	56300	5944461	Pseudomonas savastanoi;99.04%	278	10017	PSE_AA0091AA_AS
PSE_AA2165AA	GSM4454243	SRR11484977;ILLUMINA;Paired;;SRX8061107;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542120	SRS6429758	2023-05-14	2022-11-10	PSE_AA2165AA	Assembled	148.3	5.1	73652	5948395	Pseudomonas savastanoi;98.83%	233	2884	PSE_AA0092AA_AS
PSE_AA2166AA	GSM4454242	SRR11484976;ILLUMINA;Paired;;SRX8061106;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542121	SRS6429757	2023-05-14	2022-11-10	PSE_AA2166AA	Assembled	162.7	5.1	73652	5946865	Pseudomonas savastanoi;98.85%	236	3141	PSE_AA0093AA_AS
PSE_AA2168AA	GSM4454240	SRR11484974;ILLUMINA;Paired;;SRX8061104;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542082	SRS6429755	2023-05-14	2022-11-10	PSE_AA2168AA	Assembled	87.1	5.1	15699	5906515	Pseudomonas savastanoi;98.97%	674	28317	PSE_AA0095AA_AS
PSE_AA2169AA	GSM4454239	SRR11484973;ILLUMINA;Paired;;SRX8061103;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542083	SRS6429754	2023-05-14	2022-11-10	PSE_AA2169AA	Assembled	96.7	5.1	28913	5910067	Pseudomonas savastanoi;99.41%	414	16206	PSE_AA0096AA_AS
PSE_AA2170AA	GSM4454238	SRR11484972;ILLUMINA;Paired;;SRX8061102;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542084	SRS6429753	2023-05-14	2022-11-10	PSE_AA2170AA	Assembled	87.5	5.1	24446	5904524	Pseudomonas savastanoi;99.5%	473	23232	PSE_AA0097AA_AS
PSE_AA2171AA	GSM4454237	SRR11484971;ILLUMINA;Paired;;SRX8061101;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542085	SRS6429752	2023-05-14	2022-11-10	PSE_AA2171AA	Assembled	124.5	5.1	24014	5924898	Pseudomonas savastanoi;99.29%	516	16955	PSE_AA0098AA_AS
PSE_AA2172AA	GSM4454236	SRR11484970;ILLUMINA;Paired;;SRX8061100;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542086	SRS6429751	2023-05-14	2022-11-10	PSE_AA2172AA	Assembled	109.3	5.1	29878	5920775	Pseudomonas savastanoi;99.18%	434	14429	PSE_AA0099AA_AS
PSE_AA2173AA	GSM4454235	SRR11484969;ILLUMINA;Paired;;SRX8061099;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542087	SRS6429750	2023-05-14	2022-11-10	PSE_AA2173AA	Assembled	137.4	5.1	20698	5918055	Pseudomonas savastanoi;98.86%	526	18767	PSE_AA0100AA_AS
PSE_AA2174AA	GSM4454234	SRR11484968;ILLUMINA;Paired;;SRX8061098;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542088	SRS6429749	2023-05-14	2022-11-10	PSE_AA2174AA	Assembled	155.9	5.1	16835	5920238	Pseudomonas savastanoi;98.73%	655	21231	PSE_AA0101AA_AS
PSE_AA2175AA	GSM4454233	SRR11484967;ILLUMINA;Paired;;SRX8061097;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542089	SRS6429748	2023-05-14	2022-11-10	PSE_AA2175AA	Assembled	124.9	5.1	21544	5918784	Pseudomonas savastanoi;99.33%	528	17374	PSE_AA0102AA_AS
PSE_AA2176AA	GSM4454232	SRR11484966;ILLUMINA;Paired;;SRX8061096;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542090	SRS6429747	2023-05-14	2022-11-10	PSE_AA2176AA	Assembled	151.2	5.1	35404	5916722	Pseudomonas savastanoi;99.01%	368	13363	PSE_AA0103AA_AS
PSE_AA2177AA	GSM4454231	SRR11484965;ILLUMINA;Paired;;SRX8061095;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542091	SRS6429746	2023-05-14	2022-11-10	PSE_AA2177AA	Assembled	102.4	5.1	31058	5902522	Pseudomonas savastanoi;99.42%	398	15714	PSE_AA0104AA_AS
PSE_AA2179AA	GSM4454229	SRR11484963;ILLUMINA;Paired;;SRX8061093;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542093	SRS6429744	2023-05-14	2022-11-10	PSE_AA2179AA	Assembled	145.1	5.1	27699	5900606	Pseudomonas savastanoi;98.94%	454	17271	PSE_AA0106AA_AS
PSE_AA2180AA	GSM4454228	SRR11484962;ILLUMINA;Paired;;SRX8061092;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542094	SRS6429743	2023-05-14	2022-11-10	PSE_AA2180AA	Assembled	118.9	5.1	16285	5918681	Pseudomonas savastanoi;98.96%	682	21117	PSE_AA0107AA_AS
PSE_AA2181AA	GSM4454227	SRR11484961;ILLUMINA;Paired;;SRX8061091;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542095	SRS6429742	2023-05-14	2022-11-10	PSE_AA2181AA	Assembled	147.5	5.1	28989	5907428	Pseudomonas savastanoi;99.39%	396	15711	PSE_AA0108AA_AS
PSE_AA2182AA	GSM4454226	SRR11484960;ILLUMINA;Paired;;SRX8061090;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542096	SRS6429741	2023-05-14	2022-11-10	PSE_AA2182AA	Assembled	130.1	5.1	25251	5920487	Pseudomonas savastanoi;99.51%	486	17200	PSE_AA0109AA_AS
PSE_AA2184AA	GSM4454224	SRR11484958;ILLUMINA;Paired;;SRX8061088;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542098	SRS6429739	2023-05-14	2022-11-10	PSE_AA2184AA	Assembled	128.8	5.1	19668	5907195	Pseudomonas savastanoi;99.37%	561	20884	PSE_AA0111AA_AS
PSE_AA2185AA	GSM4454223	SRR11484957;ILLUMINA;Paired;;SRX8061087;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542099	SRS6429738	2023-05-14	2022-11-10	PSE_AA2185AA	Assembled	144.9	5.1	18898	5919385	Pseudomonas savastanoi;98.74%	556	15847	PSE_AA0112AA_AS
PSE_AA2186AA	GSM4454222	SRR11484956;ILLUMINA;Paired;;SRX8061086;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542100	SRS6429737	2023-05-14	2022-11-10	PSE_AA2186AA	Assembled	142.3	5.1	26733	5916656	Pseudomonas savastanoi;98.67%	455	13787	PSE_AA0113AA_AS
PSE_AA2211AA	GSM4454197	SRR11484931;ILLUMINA;Paired;;SRX8061061;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542080	SRS6429712	2023-05-14	2022-11-10	PSE_AA2211AA	Assembled	175.2	5.1	70556	5908042	Pseudomonas savastanoi;98.47%	255	3549	PSE_AA0140AA_AS
PSE_AA2212AA	GSM4454196	SRR11484930;ILLUMINA;Paired;;SRX8061060;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542043	SRS6429711	2023-05-14	2022-11-10	PSE_AA2212AA	Assembled	204.4	5.1	66248	5906823	Pseudomonas savastanoi;98.45%	250	3884	PSE_AA0141AA_AS
PSE_AA2215AA	GSM4454193	SRR11484927;ILLUMINA;Paired;;SRX8061057;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542046	SRS6429708	2023-05-14	2022-11-10	PSE_AA2215AA	Assembled	99.8	5.1	39018	5945993	Pseudomonas savastanoi;99.05%	399	53304	PSE_AA0144AA_AS
PSE_AA2216AA	GSM4454192	SRR11484926;ILLUMINA;Paired;;SRX8061056;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542047	SRS6429707	2023-05-14	2022-11-10	PSE_AA2216AA	Assembled	109.7	5.1	32473	5945791	Pseudomonas savastanoi;98.82%	433	60559	PSE_AA0145AA_AS
PSE_AA2221AA	GSM4454187	SRR11484921;ILLUMINA;Paired;;SRX8061051;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542052	SRS6429702	2023-05-14	2022-11-10	PSE_AA2221AA	Assembled	116.5	5.1	61552	5942092	Pseudomonas savastanoi;98.12%	280	17379	PSE_AA0150AA_AS
PSE_AA2222AA	GSM4454186	SRR11484920;ILLUMINA;Paired;;SRX8061050;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542053	SRS6429701	2023-05-14	2022-11-10	PSE_AA2222AA	Assembled	91.8	5.1	48903	5935864	Pseudomonas savastanoi;99.23%	334	31810	PSE_AA0151AA_AS
PSE_AA2223AA	GSM4454185	SRR11484919;ILLUMINA;Paired;;SRX8061049;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542054	SRS6429700	2023-05-14	2022-11-10	PSE_AA2223AA	Assembled	80.3	5.1	34193	5940060	Pseudomonas savastanoi;99.66%	380	13241	PSE_AA0152AA_AS
PSE_AA2224AA	GSM4454184	SRR11484913;ILLUMINA;Paired;;SRX8061048;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542055	SRS6429699	2023-05-14	2022-11-10	PSE_AA2224AA	Assembled	94.1	5.1	23649	5954758	Pseudomonas savastanoi;99.76%	502	15165	PSE_AA0153AA_AS
PSE_AA2225AA	GSM4454183	SRR11484912;ILLUMINA;Paired;;SRX8061047;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542056	SRS6429698	2023-05-14	2022-11-10	PSE_AA2225AA	Assembled	110.1	5.1	46346	5949531	Pseudomonas savastanoi;98.79%	326	15057	PSE_AA0154AA_AS
PSE_AA2226AA	GSM4454182	SRR11484911;ILLUMINA;Paired;;SRX8061046;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542057	SRS6429697	2023-05-14	2022-11-10	PSE_AA2226AA	Assembled	84.5	5.1	52548	5947116	Pseudomonas savastanoi;97.8%	253	13904	PSE_AA0155AA_AS
PSE_AA2229AA	GSM4454179	SRR11484908;ILLUMINA;Paired;;SRX8061043;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542060	SRS6429694	2023-05-14	2022-11-10	PSE_AA2229AA	Assembled	78.3	5.1	56460	5942159	Pseudomonas savastanoi;96.75%	286	6343	PSE_AA0158AA_AS
PSE_AA2230AA	GSM4454178	SRR11484907;ILLUMINA;Paired;;SRX8061042;SRA																NCBI	Pseudomonas savastanoi				PRJNA623230	SRP255316	SAMN14542061	SRS6429693	2023-05-14	2022-11-10	PSE_AA2230AA	Assembled	83.8	5.1	62843	5939651	Pseudomonas savastanoi;98.41%	258	5730	PSE_AA0159AA_AS
PSE_AA2746AA	K4287	SRR10982935;ILLUMINA;Paired;;SRX7645349;SRA	Environment	Plant	Vigna radiata (mungbean); Lesion on leaf tissue	2013	1			Oceania	Australia	Queensland		Kingaroy				Queensland University of Technology	Pseudomonas savastanoi				PRJNA603636	SRP245734	SAMN13939498	SRS6075138	2023-05-14	2021-02-01	PSE_AA2746AA	Assembled	460.4	5.1	76962	6031406	Pseudomonas savastanoi;66.5%	247	1292	PSE_AA0342AA_AS
PSE_AA2747AA	T11544	SRR10982936;ILLUMINA;Paired;;SRX7645348;SRA	Environment	Plant	Vigna radiata (mungbean); Lesion on leaf tissue	2005	12			Oceania	Australia	Queensland				-27.1170905	150.8946407562599	Queensland University of Technology	Pseudomonas savastanoi				PRJNA603636	SRP245734	SAMN13939497	SRS6075137	2023-05-14	2021-02-01	PSE_AA2747AA	Assembled	433.8	5.1	77375	6080788	Pseudomonas savastanoi;66.47%	254	1075	PSE_AA0343AA_AS
PSE_AA2823AA	ESC 23	SRR5637682;ILLUMINA;Paired;;SRX2876154;SRA	Environment	Plant	Nerium oleander	2004				Europe	Italy							Universidad de Malaga 	Pseudomonas savastanoi				PRJNA388634	SRP108401	SAMN07179550	SRS2245988	2023-05-14	2017-10-10	PSE_AA2823AA	Assembled	200.3	5.1	54425	5876689	Pseudomonas savastanoi;83.83%	255	568	PSE_AA0198AA_AS
PSE_AA2826AA	CFBP 5067	SRR2175844;ILLUMINA;Paired;;SRX1160227;SRA	Environment	Plant	Nerium oleander; Plant material	1979				Europe	Spain							University of Edinburgh	Pseudomonas savastanoi				PRJNA287460	SRP062656	SAMN03992215	SRS1041206	2023-05-14	2016-01-12	PSE_AA2826AA	Assembled	78.4	5.1	56719	5775060	Pseudomonas savastanoi;86.14%	253	1783	PSE_AA0201AA_AS
PSE_AA2827AA	CFBP 5062	SRR2175839;ILLUMINA;Paired;;SRX1160222;SRA	Environment	Plant	Fraxinus excelsior; Plant material	1978				Europe	Netherlands							University of Edinburgh	Pseudomonas savastanoi				PRJNA287460	SRP062656	SAMN03992201	SRS1041197	2023-05-14	2016-01-12	PSE_AA2827AA	Assembled	107.8	5.1	69059	6224955	Pseudomonas savastanoi;70.56%	351	2585	PSE_AA0202AA_AS
PSE_AA3538AA	MUP32	SRR22226934;OXFORD_NANOPORE;Single;;SRX18204542;SRA,SRR22252530;ILLUMINA;Single;;SRX18229149;SRA	Environment	Plant	Peas	1991	2	13		Oceania	Australia	New South Wales						Murdoch University	Pseudomonas syringae				PRJNA898853	SRP406802	SAMN31633288	SRS15701775	2023-05-14	2022-11-18	PSE_AA3538AA	Assembled	30.8	5.1	142771	5955690	Pseudomonas syringae;94.28%	79	5163	PSE_AA0347AA_AS
PSE_AA3539AA	MUP20	SRR22226935;OXFORD_NANOPORE;Single;;SRX18204541;SRA,SRR22252531;ILLUMINA;Single;;SRX18229148;SRA	Environment	Plant	Wheat	2019	8	1		Oceania	Australia							Murdoch University	Pseudomonas syringae				PRJNA898853	SRP406802	SAMN31633287	SRS15701774	2023-05-14	2022-11-18	PSE_AA3539AA	Assembled	29.6	5.1	255833	6016389	Pseudomonas syringae;100.0%	39	3986	PSE_AA0348AA_AS
